Legajo;Genero;Yr_ingreso;Yr_nacimiento;Edad_hoy;Edad_al_ingreso;Cantidad_de_hijos;Distancia_al_trabajo;Trabajo_flexible;Egreso_de_la_empresa;Nivel_formacion
136734;Mujer;2008;1973;46;35;1;16.00;Si;Si;Prim com
136735;Hombre;2008;1971;48;37;0;23.00;Si;No;Prim inc
136736;Mujer;2008;1971;48;37;2;35.00;No;Si;Prim com
136737;Hombre;2008;1980;39;28;4;55.00;No;No;Prim com
136738;Mujer;2008;1971;48;37;1;63.00;No;Si;Prim inc
136739;Hombre;2008;1985;34;23;1;56.00;No;No;Prim com
136740;Mujer;2008;1974;45;34;4;32.00;No;Si;Uni com
136741;Mujer;2008;1973;46;35;4;3.00;Si;Si;Uni com
136742;Mujer;2008;1981;38;27;2;50.00;Si;Si;Prim com
136743;Mujer;2008;1973;46;35;2;59.00;No;Si;Prim inc
136744;Hombre;2008;1971;48;37;2;41.00;Si;No;Prim inc
136745;Hombre;2008;1983;36;25;0;16.00;No;No;Prim inc
136746;Mujer;2008;1973;46;35;4;1.00;No;Si;Prim com
136747;Mujer;2008;1975;44;33;3;63.00;No;Si;Prim inc
136748;Mujer;2008;1983;36;25;1;65.00;No;No;Prim com
136749;Mujer;2008;1973;46;35;4;31.00;No;Si;Prim inc
136750;Mujer;2008;1981;38;27;4;33.00;No;Si;Sec com
136751;Mujer;2008;1982;37;26;2;45.00;Si;Si;Sec com
136752;Hombre;2008;1974;45;34;1;67.00;Si;No;Uni com
136753;Mujer;2008;1972;47;36;2;51.00;No;Si;Uni com
136754;Mujer;2008;1981;38;27;1;71.00;Si;No;Prim inc
136755;Hombre;2008;1982;37;26;2;43.00;No;Si;Prim com
136756;Mujer;2008;1976;43;32;1;54.00;No;No;Prim inc
136757;Mujer;2008;1973;46;35;2;13.00;No;No;Prim com
136758;Mujer;2008;1971;48;37;3;40.00;No;No;Prim com
136759;Hombre;2008;1975;44;33;3;11.00;No;Si;Prim inc
136760;Hombre;2008;1979;40;29;4;74.00;No;Si;Uni com
136761;Mujer;2008;1982;37;26;1;36.00;Si;Si;Sec com
136762;Mujer;2008;1983;36;25;1;27.00;Si;Si;Prim inc
136763;Hombre;2008;1986;33;22;1;2.00;Si;Si;Prim inc
136764;Mujer;2008;1976;43;32;4;22.00;Si;Si;Sec com
136765;Mujer;2008;1973;46;35;2;57.00;Si;No;Sec com
136766;Mujer;2008;1977;42;31;2;59.00;Si;Si;Prim inc
136767;Hombre;2008;1974;45;34;2;28.00;No;Si;Prim inc
136768;Hombre;2008;1986;33;22;3;48.00;Si;Si;Prim com
136769;Mujer;2008;1974;45;34;1;57.00;Si;No;Sec com
136770;Hombre;2008;1975;44;33;2;54.00;Si;Si;Prim com
136771;Mujer;2008;1973;46;35;3;71.00;Si;No;Prim inc
136772;Hombre;2008;1976;43;32;1;49.00;No;Si;Sec com
136773;Mujer;2008;1984;35;24;3;47.00;Si;No;Uni com
136774;Mujer;2008;1975;44;33;3;65.00;No;No;Prim inc
136775;Mujer;2008;1972;47;36;3;44.00;No;No;Sec com
136776;Mujer;2008;1972;47;36;0;65.00;No;No;Prim com
136777;Mujer;2008;1981;38;27;0;54.00;Si;No;Uni com
136778;Mujer;2008;1977;42;31;1;73.00;No;No;Prim inc
136779;Hombre;2008;1986;33;22;1;52.00;No;Si;Prim inc
136780;Mujer;2008;1980;39;28;0;66.00;No;No;Uni com
136781;Hombre;2008;1982;37;26;0;65.00;No;Si;Prim inc
136782;Hombre;2008;1977;42;31;3;27.00;No;Si;Uni com
136783;Mujer;2008;1982;37;26;2;62.00;No;No;Sec com
136784;Mujer;2008;1981;38;27;4;47.00;Si;No;Prim com
136785;Hombre;2008;1986;33;22;2;66.00;No;Si;Prim com
136786;Hombre;2008;1985;34;23;3;55.00;No;Si;Prim com
136787;Hombre;2008;1978;41;30;0;17.00;Si;Si;Prim com
136788;Hombre;2008;1982;37;26;4;18.00;Si;Si;Prim inc
136789;Hombre;2008;1980;39;28;3;25.00;Si;Si;Uni com
136790;Hombre;2008;1974;45;34;4;9.00;Si;Si;Uni com
136791;Hombre;2008;1977;42;31;0;3.00;No;Si;Prim com
136792;Hombre;2008;1980;39;28;4;50.00;Si;Si;Sec com
136793;Hombre;2008;1975;44;33;3;73.00;Si;Si;Uni com
136794;Hombre;2008;1971;48;37;4;19.00;No;Si;Prim com
136795;Hombre;2008;1973;46;35;2;54.00;Si;Si;Prim com
136796;Hombre;2008;1980;39;28;4;30.00;No;Si;Prim inc
136797;Hombre;2008;1981;38;27;1;41.00;Si;Si;Prim inc
136798;Hombre;2008;1983;36;25;3;57.00;Si;Si;Sec com
136799;Mujer;2008;1974;45;34;4;50.00;No;No;Prim com
136800;Mujer;2008;1985;34;23;0;71.00;No;Si;Sec com
136801;Hombre;2008;1975;44;33;0;34.00;Si;Si;Prim inc
136802;Hombre;2008;1983;36;25;0;68.00;Si;Si;Uni com
136803;Hombre;2008;1972;47;36;2;60.00;Si;Si;Prim inc
136804;Hombre;2008;1979;40;29;3;74.00;No;No;Prim inc
136805;Mujer;2008;1986;33;22;2;17.00;No;Si;Prim com
136806;Mujer;2008;1973;46;35;3;2.00;No;Si;Prim inc
136807;Mujer;2008;1973;46;35;2;16.00;Si;No;Prim com
136808;Hombre;2008;1975;44;33;0;18.00;No;No;Sec com
136809;Hombre;2008;1974;45;34;4;65.00;No;No;Prim com
136810;Hombre;2008;1971;48;37;2;25.00;Si;Si;Prim com
136811;Hombre;2008;1984;35;24;1;61.00;Si;Si;Prim com
136812;Mujer;2008;1985;34;23;1;70.00;No;Si;Uni com
136813;Hombre;2008;1973;46;35;1;36.00;Si;Si;Uni com
136814;Mujer;2008;1985;34;23;0;31.00;No;Si;Sec com
136815;Hombre;2008;1971;48;37;3;63.00;No;No;Prim inc
136816;Mujer;2008;1976;43;32;4;25.00;No;Si;Prim com
136817;Mujer;2008;1974;45;34;2;32.00;Si;No;Sec com
136818;Mujer;2008;1972;47;36;3;43.00;Si;No;Uni com
136819;Mujer;2008;1977;42;31;0;16.00;No;Si;Prim inc
136820;Mujer;2008;1982;37;26;3;10.00;No;Si;Uni com
136821;Hombre;2008;1977;42;31;1;5.00;No;Si;Sec com
136822;Hombre;2008;1971;48;37;2;40.00;No;Si;Prim inc
136823;Mujer;2008;1973;46;35;2;36.00;No;Si;Prim com
136824;Mujer;2008;1974;45;34;4;59.00;Si;No;Prim inc
136825;Hombre;2008;1982;37;26;3;13.00;No;No;Prim com
136826;Hombre;2008;1981;38;27;0;68.00;No;No;Sec com
136827;Mujer;2008;1972;47;36;2;30.00;No;Si;Sec com
136828;Mujer;2008;1977;42;31;1;16.00;Si;No;Prim inc
136829;Hombre;2008;1983;36;25;1;60.00;No;No;Prim inc
136830;Mujer;2008;1979;40;29;1;70.00;No;Si;Uni com
136831;Hombre;2008;1975;44;33;2;4.00;No;Si;Prim com
136832;Hombre;2008;1983;36;25;0;9.00;Si;Si;Uni com
136833;Hombre;2008;1973;46;35;2;10.00;Si;Si;Prim com
136834;Hombre;2008;1981;38;27;2;27.00;Si;Si;Prim inc
136835;Mujer;2008;1983;36;25;1;41.00;Si;No;Uni com
136836;Hombre;2008;1976;43;32;3;28.00;Si;Si;Uni com
136837;Hombre;2008;1982;37;26;1;23.00;Si;Si;Sec com
136838;Hombre;2008;1982;37;26;0;69.00;No;Si;Uni com
136839;Mujer;2008;1979;40;29;4;50.00;Si;No;Prim com
136840;Hombre;2008;1978;41;30;0;33.00;Si;Si;Prim inc
136841;Mujer;2008;1981;38;27;1;64.00;Si;No;Prim com
136842;Hombre;2008;1978;41;30;4;25.00;Si;Si;Prim inc
136843;Hombre;2008;1985;34;23;0;20.00;No;Si;Prim inc
136844;Hombre;2008;1986;33;22;0;45.00;Si;Si;Prim com
136845;Hombre;2008;1975;44;33;0;39.00;Si;Si;Sec com
136846;Mujer;2008;1983;36;25;2;70.00;Si;No;Uni com
136847;Mujer;2008;1981;38;27;1;57.00;Si;No;Sec com
136848;Hombre;2008;1980;39;28;1;17.00;No;No;Uni com
136849;Hombre;2008;1984;35;24;1;50.00;No;Si;Prim com
136850;Hombre;2008;1978;41;30;0;43.00;No;Si;Sec com
136851;Mujer;2008;1984;35;24;1;27.00;Si;No;Prim com
136852;Hombre;2008;1986;33;22;0;74.00;No;No;Prim com
136853;Hombre;2008;1984;35;24;0;4.00;Si;Si;Uni com
136854;Hombre;2008;1973;46;35;2;68.00;Si;Si;Sec com
136855;Mujer;2008;1973;46;35;3;6.00;Si;No;Prim inc
136856;Hombre;2008;1983;36;25;1;3.00;No;No;Prim inc
136857;Hombre;2008;1974;45;34;3;36.00;No;Si;Prim inc
136858;Mujer;2008;1984;35;24;3;75.00;Si;No;Prim inc
136859;Hombre;2008;1981;38;27;1;42.00;No;No;Prim com
136860;Hombre;2008;1981;38;27;2;18.00;No;No;Uni com
136861;Hombre;2008;1982;37;26;1;8.00;Si;No;Prim com
136862;Hombre;2008;1984;35;24;1;41.00;Si;Si;Prim com
136863;Hombre;2008;1982;37;26;3;75.00;Si;Si;Prim inc
136864;Hombre;2008;1984;35;24;1;74.00;Si;Si;Prim com
136865;Hombre;2008;1983;36;25;1;5.00;Si;Si;Sec com
136866;Hombre;2008;1984;35;24;0;14.00;Si;Si;Uni com
136867;Hombre;2008;1978;41;30;2;12.00;Si;Si;Sec com
136868;Hombre;2008;1982;37;26;1;66.00;No;No;Uni com
136869;Hombre;2008;1981;38;27;0;13.00;No;Si;Sec com
136870;Mujer;2008;1975;44;33;3;45.00;Si;No;Sec com
136871;Mujer;2008;1980;39;28;4;46.00;Si;No;Prim com
136872;Hombre;2008;1979;40;29;1;54.00;Si;Si;Prim inc
136873;Hombre;2008;1982;37;26;0;1.00;Si;Si;Uni com
136874;Hombre;2008;1982;37;26;0;38.00;Si;Si;Prim inc
136875;Mujer;2008;1971;48;37;4;46.00;Si;Si;Prim inc
136876;Hombre;2008;1977;42;31;2;13.00;No;Si;Sec com
136877;Mujer;2008;1972;47;36;3;73.00;Si;No;Prim com
136878;Mujer;2008;1971;48;37;2;12.00;No;Si;Prim inc
136879;Mujer;2008;1974;45;34;3;6.00;Si;No;Uni com
136880;Hombre;2008;1984;35;24;0;24.00;No;No;Prim inc
136881;Hombre;2008;1986;33;22;1;54.00;No;No;Sec com
136882;Hombre;2008;1977;42;31;0;7.00;No;Si;Prim com
136883;Hombre;2008;1974;45;34;3;19.00;No;Si;Prim inc
136884;Mujer;2008;1980;39;28;4;32.00;Si;Si;Prim com
136885;Mujer;2008;1982;37;26;0;71.00;No;No;Prim com
136886;Mujer;2008;1971;48;37;3;58.00;No;Si;Sec com
136887;Hombre;2008;1971;48;37;0;29.00;No;Si;Sec com
136888;Mujer;2008;1978;41;30;3;32.00;Si;Si;Prim com
136889;Mujer;2008;1984;35;24;1;55.00;No;Si;Prim inc
136890;Mujer;2008;1982;37;26;0;60.00;Si;No;Prim com
136891;Mujer;2008;1984;35;24;0;23.00;No;No;Uni com
136892;Mujer;2008;1982;37;26;2;30.00;No;No;Sec com
136893;Mujer;2008;1986;33;22;2;23.00;Si;No;Prim inc
136894;Mujer;2008;1981;38;27;2;60.00;Si;Si;Sec com
136895;Hombre;2008;1980;39;28;1;44.00;Si;No;Sec com
136896;Hombre;2008;1978;41;30;1;68.00;Si;No;Prim inc
136897;Mujer;2008;1985;34;23;2;27.00;Si;Si;Sec com
136898;Mujer;2008;1974;45;34;3;32.00;Si;Si;Uni com
136899;Mujer;2008;1975;44;33;2;23.00;Si;Si;Prim inc
136900;Mujer;2008;1973;46;35;0;52.00;Si;Si;Prim com
136901;Hombre;2008;1976;43;32;2;31.00;No;Si;Uni com
136902;Mujer;2008;1975;44;33;4;11.00;Si;Si;Uni com
136903;Hombre;2008;1972;47;36;2;7.00;Si;Si;Prim inc
136904;Mujer;2008;1981;38;27;1;60.00;Si;Si;Sec com
136905;Hombre;2008;1979;40;29;0;3.00;Si;Si;Uni com
136906;Mujer;2008;1983;36;25;2;14.00;Si;Si;Prim inc
136907;Mujer;2008;1983;36;25;1;53.00;Si;Si;Prim com
136908;Hombre;2008;1986;33;22;2;4.00;Si;Si;Prim com
136909;Mujer;2008;1979;40;29;2;14.00;Si;Si;Sec com
136910;Mujer;2008;1972;47;36;4;19.00;Si;Si;Prim inc
136911;Mujer;2008;1980;39;28;0;16.00;Si;Si;Prim inc
136912;Mujer;2008;1975;44;33;3;3.00;No;Si;Uni com
136913;Mujer;2008;1972;47;36;0;14.00;No;No;Prim inc
136914;Mujer;2008;1973;46;35;0;54.00;No;No;Prim inc
136915;Hombre;2008;1975;44;33;0;31.00;Si;No;Prim com
136916;Mujer;2008;1971;48;37;4;60.00;No;No;Sec com
136917;Hombre;2008;1983;36;25;0;34.00;No;Si;Uni com
136918;Mujer;2008;1978;41;30;1;13.00;No;No;Sec com
136919;Mujer;2008;1971;48;37;1;22.00;No;No;Sec com
136920;Mujer;2008;1975;44;33;2;39.00;Si;Si;Uni com
136921;Mujer;2008;1981;38;27;3;57.00;Si;Si;Prim inc
136922;Mujer;2008;1972;47;36;3;44.00;No;Si;Uni com
136923;Hombre;2008;1985;34;23;1;10.00;Si;Si;Uni com
136924;Mujer;2008;1978;41;30;1;54.00;Si;Si;Uni com
136925;Hombre;2008;1980;39;28;2;38.00;Si;Si;Sec com
136926;Hombre;2008;1984;35;24;1;52.00;Si;Si;Prim inc
136927;Hombre;2008;1973;46;35;2;42.00;No;Si;Prim inc
136928;Hombre;2008;1984;35;24;1;41.00;Si;Si;Prim com
136929;Hombre;2008;1978;41;30;1;59.00;No;Si;Prim com
136930;Hombre;2008;1985;34;23;0;70.00;Si;Si;Uni com
136931;Hombre;2008;1985;34;23;1;69.00;Si;No;Prim inc
136932;Hombre;2008;1980;39;28;1;6.00;Si;Si;Prim com
136933;Hombre;2008;1971;48;37;2;25.00;Si;No;Prim inc
136934;Hombre;2008;1977;42;31;2;35.00;Si;Si;Uni com
136935;Hombre;2008;1981;38;27;4;2.00;No;Si;Sec com
136936;Hombre;2008;1983;36;25;2;7.00;No;Si;Prim inc
136937;Hombre;2008;1973;46;35;3;65.00;Si;No;Sec com
136938;Mujer;2008;1979;40;29;2;55.00;No;No;Prim com
136939;Mujer;2008;1982;37;26;1;28.00;No;No;Sec com
136940;Hombre;2008;1982;37;26;0;48.00;No;Si;Prim inc
136941;Hombre;2008;1983;36;25;3;62.00;Si;No;Sec com
136942;Hombre;2008;1972;47;36;3;35.00;Si;Si;Prim com
136943;Hombre;2008;1983;36;25;1;68.00;No;Si;Uni com
136944;Hombre;2008;1984;35;24;0;14.00;Si;No;Sec com
136945;Hombre;2008;1978;41;30;2;6.00;No;Si;Sec com
136946;Hombre;2008;1981;38;27;1;46.00;Si;No;Sec com
136947;Hombre;2008;1977;42;31;3;4.00;No;Si;Sec com
136948;Mujer;2008;1972;47;36;4;4.00;No;Si;Sec com
136949;Mujer;2008;1986;33;22;2;51.00;No;Si;Sec com
136950;Hombre;2008;1985;34;23;2;6.00;No;Si;Prim com
136951;Mujer;2008;1984;35;24;2;49.00;Si;No;Prim com
136952;Mujer;2008;1982;37;26;3;39.00;No;Si;Sec com
136953;Mujer;2008;1972;47;36;3;2.00;Si;No;Prim inc
136954;Mujer;2008;1972;47;36;0;55.00;No;No;Prim inc
136955;Mujer;2008;1984;35;24;1;54.00;Si;No;Uni com
136956;Mujer;2008;1979;40;29;0;37.00;No;Si;Sec com
136957;Mujer;2008;1974;45;34;0;39.00;Si;No;Uni com
136958;Mujer;2008;1972;47;36;3;67.00;Si;No;Sec com
136959;Hombre;2008;1971;48;37;2;65.00;Si;Si;Prim inc
136960;Mujer;2008;1975;44;33;3;40.00;No;No;Prim com
136961;Mujer;2008;1984;35;24;0;37.00;Si;No;Prim com
136962;Hombre;2008;1973;46;35;0;58.00;No;No;Uni com
136963;Hombre;2008;1985;34;23;0;44.00;Si;Si;Prim com
136964;Hombre;2008;1972;47;36;2;55.00;Si;Si;Prim com
136965;Hombre;2008;1976;43;32;0;66.00;Si;Si;Prim inc
136966;Mujer;2008;1983;36;25;1;30.00;No;Si;Prim com
136967;Hombre;2008;1980;39;28;0;20.00;Si;Si;Sec com
136968;Hombre;2008;1980;39;28;2;3.00;No;Si;Sec com
136969;Hombre;2008;1980;39;28;0;10.00;Si;Si;Prim com
136970;Mujer;2008;1984;35;24;2;28.00;No;Si;Sec com
136971;Hombre;2008;1973;46;35;2;21.00;No;Si;Prim inc
136972;Hombre;2008;1971;48;37;3;28.00;No;Si;Prim inc
136973;Hombre;2008;1982;37;26;2;67.00;No;Si;Prim com
136974;Hombre;2008;1979;40;29;1;75.00;No;Si;Prim com
136975;Hombre;2008;1971;48;37;4;63.00;No;Si;Uni com
136976;Hombre;2008;1983;36;25;0;41.00;No;Si;Prim com
136977;Hombre;2008;1983;36;25;3;64.00;No;No;Uni com
136978;Hombre;2008;1983;36;25;1;25.00;No;Si;Prim com
136979;Hombre;2008;1984;35;24;1;54.00;Si;Si;Uni com
136980;Hombre;2008;1982;37;26;0;68.00;No;Si;Prim com
136981;Hombre;2008;1985;34;23;2;51.00;No;Si;Uni com
136982;Hombre;2008;1974;45;34;3;15.00;Si;Si;Prim inc
136983;Mujer;2008;1980;39;28;2;61.00;Si;No;Prim com
136984;Mujer;2008;1984;35;24;3;17.00;No;Si;Prim com
136985;Mujer;2008;1980;39;28;4;43.00;No;Si;Sec com
136986;Hombre;2008;1974;45;34;2;15.00;Si;Si;Prim inc
136987;Hombre;2008;1980;39;28;1;63.00;Si;Si;Prim com
136988;Hombre;2008;1984;35;24;0;27.00;Si;Si;Sec com
136989;Mujer;2008;1982;37;26;2;47.00;Si;No;Uni com
136990;Hombre;2008;1974;45;34;2;24.00;Si;Si;Uni com
136991;Mujer;2008;1984;35;24;1;12.00;No;Si;Prim com
136992;Hombre;2008;1979;40;29;2;63.00;Si;Si;Sec com
136993;Hombre;2008;1977;42;31;1;13.00;No;No;Prim com
136994;Mujer;2008;1982;37;26;2;28.00;Si;No;Uni com
136995;Hombre;2008;1977;42;31;3;16.00;Si;Si;Sec com
136996;Hombre;2008;1985;34;23;0;61.00;No;No;Prim inc
136997;Hombre;2008;1973;46;35;4;10.00;Si;Si;Prim com
136998;Hombre;2008;1974;45;34;0;10.00;No;Si;Sec com
136999;Hombre;2008;1977;42;31;4;67.00;No;No;Uni com
137000;Hombre;2008;1982;37;26;0;11.00;No;No;Uni com
137001;Mujer;2008;1986;33;22;2;15.00;Si;No;Uni com
137002;Mujer;2008;1984;35;24;0;13.00;Si;No;Sec com
137003;Hombre;2008;1982;37;26;2;21.00;No;No;Uni com
137004;Mujer;2008;1986;33;22;1;72.00;Si;No;Prim inc
137005;Hombre;2008;1971;48;37;0;69.00;Si;Si;Prim inc
137006;Mujer;2008;1973;46;35;4;53.00;Si;No;Prim com
137007;Hombre;2008;1981;38;27;4;60.00;No;No;Prim com
137008;Mujer;2008;1982;37;26;0;20.00;No;Si;Sec com
137009;Hombre;2008;1983;36;25;0;51.00;No;No;Uni com
137010;Hombre;2008;1975;44;33;2;26.00;Si;Si;Prim com
137011;Hombre;2008;1985;34;23;0;22.00;No;No;Prim inc
137012;Hombre;2008;1983;36;25;2;1.00;No;Si;Prim com
137013;Mujer;2008;1986;33;22;2;52.00;Si;No;Sec com
137014;Hombre;2008;1980;39;28;0;59.00;No;No;Uni com
137015;Hombre;2008;1978;41;30;4;71.00;No;No;Uni com
137016;Hombre;2008;1974;45;34;0;24.00;Si;Si;Prim com
137017;Mujer;2008;1983;36;25;0;14.00;No;Si;Prim inc
137018;Hombre;2008;1984;35;24;1;17.00;Si;Si;Uni com
137019;Mujer;2008;1980;39;28;2;51.00;Si;No;Uni com
137020;Mujer;2008;1981;38;27;0;69.00;Si;No;Sec com
137021;Mujer;2008;1983;36;25;1;38.00;No;Si;Prim inc
137022;Hombre;2008;1971;48;37;0;65.00;Si;Si;Prim com
137023;Hombre;2008;1978;41;30;0;55.00;Si;Si;Prim com
137024;Mujer;2008;1980;39;28;2;26.00;Si;No;Sec com
137025;Mujer;2008;1983;36;25;0;56.00;No;Si;Uni com
137026;Hombre;2008;1975;44;33;2;22.00;No;No;Prim com
137027;Hombre;2008;1976;43;32;2;28.00;Si;Si;Uni com
137028;Mujer;2008;1971;48;37;1;51.00;No;Si;Sec com
137029;Hombre;2008;1971;48;37;4;25.00;Si;Si;Uni com
137030;Hombre;2008;1985;34;23;0;24.00;Si;Si;Sec com
137031;Mujer;2008;1985;34;23;0;57.00;No;Si;Prim inc
137032;Mujer;2008;1978;41;30;2;75.00;Si;No;Sec com
137033;Hombre;2008;1980;39;28;1;42.00;Si;Si;Prim inc
137034;Mujer;2008;1982;37;26;1;17.00;No;Si;Uni com
137035;Mujer;2008;1973;46;35;4;66.00;No;Si;Sec com
137036;Hombre;2008;1981;38;27;2;11.00;Si;Si;Sec com
137037;Hombre;2008;1971;48;37;0;18.00;No;Si;Sec com
137038;Mujer;2008;1978;41;30;2;59.00;Si;No;Prim com
137039;Mujer;2008;1978;41;30;0;6.00;No;Si;Prim inc
137040;Hombre;2008;1985;34;23;2;44.00;No;Si;Prim inc
137041;Hombre;2008;1973;46;35;0;38.00;Si;Si;Prim inc
137042;Hombre;2008;1973;46;35;4;51.00;No;Si;Sec com
137043;Hombre;2008;1980;39;28;2;59.00;Si;No;Prim com
137044;Hombre;2008;1984;35;24;1;53.00;No;No;Prim com
137045;Hombre;2008;1976;43;32;4;21.00;Si;Si;Uni com
137046;Hombre;2008;1973;46;35;2;18.00;No;Si;Uni com
137047;Hombre;2008;1974;45;34;3;13.00;Si;Si;Sec com
137048;Hombre;2008;1979;40;29;3;18.00;Si;Si;Prim inc
137049;Hombre;2008;1973;46;35;1;33.00;No;No;Uni com
137050;Hombre;2008;1984;35;24;2;56.00;No;Si;Prim com
137051;Hombre;2008;1972;47;36;4;58.00;No;Si;Prim com
137052;Hombre;2008;1984;35;24;2;23.00;Si;Si;Prim inc
137053;Hombre;2008;1973;46;35;3;24.00;No;Si;Prim inc
137054;Hombre;2008;1974;45;34;4;70.00;Si;No;Sec com
137055;Hombre;2008;1985;34;23;0;46.00;Si;Si;Sec com
137056;Hombre;2008;1979;40;29;4;28.00;No;Si;Prim com
137057;Hombre;2008;1976;43;32;1;3.00;No;Si;Prim inc
137058;Hombre;2008;1981;38;27;2;56.00;Si;Si;Sec com
137059;Hombre;2008;1976;43;32;0;61.00;No;Si;Prim inc
137060;Hombre;2008;1974;45;34;2;4.00;Si;No;Prim inc
137061;Hombre;2008;1977;42;31;0;51.00;No;Si;Sec com
137062;Hombre;2008;1973;46;35;2;8.00;Si;Si;Sec com
137063;Hombre;2008;1972;47;36;2;47.00;No;Si;Uni com
137064;Hombre;2008;1985;34;23;1;1.00;No;No;Uni com
137065;Hombre;2008;1985;34;23;1;4.00;No;Si;Prim com
137066;Mujer;2008;1981;38;27;1;67.00;No;No;Sec com
137067;Hombre;2008;1986;33;22;3;71.00;Si;Si;Prim com
137068;Hombre;2008;1980;39;28;1;4.00;Si;Si;Prim inc
137069;Hombre;2008;1971;48;37;0;34.00;No;Si;Prim com
137070;Hombre;2008;1974;45;34;4;61.00;Si;Si;Prim com
137071;Hombre;2008;1981;38;27;3;8.00;Si;No;Uni com
137072;Hombre;2008;1984;35;24;2;43.00;No;Si;Uni com
137073;Hombre;2008;1978;41;30;1;3.00;Si;Si;Uni com
137074;Mujer;2008;1981;38;27;0;15.00;No;Si;Prim inc
137075;Mujer;2008;1979;40;29;1;41.00;No;No;Prim com
137076;Hombre;2008;1980;39;28;0;64.00;Si;Si;Sec com
137077;Mujer;2008;1979;40;29;2;35.00;No;Si;Prim inc
137078;Mujer;2008;1972;47;36;4;36.00;Si;Si;Uni com
137079;Mujer;2008;1973;46;35;2;16.00;No;No;Prim com
137080;Mujer;2008;1977;42;31;0;60.00;Si;Si;Prim com
137081;Mujer;2008;1986;33;22;0;38.00;No;Si;Uni com
137082;Mujer;2008;1986;33;22;1;63.00;No;Si;Uni com
137083;Mujer;2008;1977;42;31;4;3.00;No;No;Prim com
137084;Mujer;2008;1973;46;35;3;12.00;No;Si;Sec com
137085;Mujer;2008;1982;37;26;1;36.00;No;No;Prim inc
137086;Hombre;2008;1981;38;27;2;10.00;Si;Si;Prim com
137087;Mujer;2008;1977;42;31;0;63.00;No;Si;Sec com
137088;Mujer;2008;1975;44;33;3;23.00;No;Si;Sec com
137089;Mujer;2008;1984;35;24;3;56.00;Si;Si;Sec com
137090;Hombre;2008;1983;36;25;2;3.00;No;Si;Uni com
137091;Mujer;2008;1973;46;35;2;31.00;No;Si;Prim com
137092;Mujer;2008;1975;44;33;0;32.00;Si;Si;Sec com
137093;Mujer;2008;1978;41;30;0;42.00;No;No;Prim com
137094;Mujer;2008;1980;39;28;1;60.00;Si;Si;Uni com
137095;Mujer;2008;1977;42;31;1;45.00;No;Si;Sec com
137096;Hombre;2008;1976;43;32;0;71.00;Si;No;Uni com
137097;Mujer;2008;1977;42;31;2;45.00;Si;Si;Prim inc
137098;Hombre;2008;1976;43;32;4;53.00;Si;No;Uni com
137099;Hombre;2008;1974;45;34;4;36.00;No;Si;Prim com
137100;Mujer;2008;1977;42;31;1;53.00;Si;Si;Prim inc
137101;Hombre;2008;1973;46;35;2;67.00;Si;No;Prim inc
137102;Mujer;2008;1980;39;28;3;26.00;Si;Si;Sec com
137103;Mujer;2008;1980;39;28;0;23.00;Si;Si;Uni com
137104;Hombre;2008;1981;38;27;2;57.00;No;Si;Uni com
137105;Mujer;2008;1975;44;33;0;36.00;No;No;Prim inc
137106;Hombre;2008;1978;41;30;0;39.00;Si;No;Uni com
137107;Hombre;2008;1980;39;28;2;39.00;No;Si;Sec com
137108;Hombre;2008;1971;48;37;0;45.00;Si;No;Sec com
137109;Hombre;2008;1985;34;23;2;27.00;No;Si;Uni com
137110;Hombre;2008;1973;46;35;3;73.00;No;Si;Sec com
137111;Hombre;2008;1984;35;24;2;16.00;Si;Si;Prim inc
137112;Hombre;2008;1978;41;30;0;2.00;No;Si;Sec com
137113;Hombre;2008;1982;37;26;0;64.00;Si;Si;Prim inc
137114;Hombre;2008;1980;39;28;0;47.00;Si;No;Prim inc
137115;Hombre;2008;1984;35;24;1;15.00;No;Si;Prim inc
137116;Hombre;2008;1976;43;32;0;71.00;Si;No;Sec com
137117;Hombre;2008;1978;41;30;2;46.00;Si;No;Sec com
137118;Hombre;2008;1985;34;23;2;26.00;Si;Si;Uni com
137119;Hombre;2008;1978;41;30;3;31.00;No;Si;Sec com
137120;Mujer;2008;1983;36;25;0;40.00;No;No;Sec com
137121;Hombre;2008;1979;40;29;4;40.00;Si;No;Prim inc
137122;Hombre;2008;1971;48;37;2;29.00;Si;Si;Prim inc
137123;Hombre;2008;1985;34;23;0;62.00;Si;No;Sec com
137124;Hombre;2008;1971;48;37;0;74.00;Si;Si;Prim inc
137125;Hombre;2008;1978;41;30;0;29.00;Si;Si;Sec com
137126;Hombre;2008;1979;40;29;0;56.00;Si;Si;Sec com
137127;Hombre;2008;1975;44;33;4;50.00;No;Si;Prim inc
137128;Hombre;2008;1981;38;27;0;45.00;Si;Si;Sec com
137129;Mujer;2008;1978;41;30;2;54.00;No;No;Prim inc
137130;Mujer;2008;1975;44;33;3;5.00;No;Si;Sec com
137131;Hombre;2008;1985;34;23;1;43.00;Si;Si;Sec com
137132;Mujer;2008;1976;43;32;2;43.00;No;Si;Sec com
137133;Hombre;2008;1972;47;36;2;25.00;Si;Si;Prim com
137134;Mujer;2008;1972;47;36;1;11.00;No;No;Prim com
137135;Mujer;2008;1978;41;30;3;25.00;No;Si;Uni com
137136;Mujer;2008;1979;40;29;2;35.00;No;Si;Uni com
